entityId,time_utc,availableBikeNumber
24390,2025-02-02 20:00:00+00:00,1.0
24390,2025-02-02 21:00:00+00:00,1.42
24390,2025-02-02 22:00:00+00:00,2.0
24390,2025-02-02 23:00:00+00:00,2.0
24390,2025-02-03 00:00:00+00:00,2.0
24390,2025-02-03 01:00:00+00:00,2.0
24390,2025-02-03 02:00:00+00:00,2.0
24390,2025-02-03 03:00:00+00:00,2.0
24390,2025-02-03 04:00:00+00:00,2.0
24390,2025-02-03 05:00:00+00:00,1.9814814814814807
24390,2025-02-03 06:00:00+00:00,1.020408163265306
24390,2025-02-03 07:00:00+00:00,1.0
